2.821	3.868	4.697	4.995	5.059	5.065	5.07	5.143	5.26	5.388	5.485	5.558	5.7	6.14	6.545	6.765	6.768	6.6	6.13	6.1	6.175	6.265	6.335	6.365	6.45	6.695	6.985	7.195	7.195	6.98	6.33	6.28	6.36	6.45	6.51	6.54	6.615	6.835	7.11	7.315	7.315	7.085	6.43	6.385	6.46	6.55	6.615	6.645
2.715	3.869	4.685	4.975	5.03	5.027	5.028	5.096	5.212	5.34	5.437	5.51	5.652	6.102	6.507	6.727	6.73	6.562	6.092	6.062	6.137	6.227	6.297	6.327	6.412	6.657	6.952	7.167	7.167	6.957	6.317	6.267	6.347	6.437	6.497	6.527	6.602	6.822	7.097	7.307	7.307	7.082	6.432	6.387	6.462	6.552	6.617	6.647
2.508	3.662	4.509	4.819	4.879	4.879	4.894	4.964	5.081	5.209	5.304	5.377	5.519	5.984	6.399	6.619	6.624	6.454	5.994	5.964	6.044	6.134	6.204	6.234	6.319	6.569	6.864	7.079	7.079	6.874	6.244	6.199	6.279	6.369	6.429	6.459	6.534	6.754	7.029	7.239	7.239	7.014	6.369	6.324	6.399	6.489	6.554	6.584
2.728	3.737	4.499	4.8	4.865	4.87	4.875	4.947	5.065	5.192	5.287	5.36	5.505	5.965	6.38	6.6	6.605	6.435	5.975	5.945	6.025	6.115	6.185	6.215	6.3	6.55	6.845	7.06	7.06	6.85	6.22	6.175	6.255	6.345	6.405	6.435	6.51	6.73	7.005	7.215	7.215	6.99	6.34	6.295	6.37	6.46	6.525	6.555
2.807	3.857	4.592	4.895	4.962	4.964	4.966	5.036	5.154	5.281	5.376	5.449	5.596	6.051	6.461	6.681	6.686	6.516	6.051	6.021	6.101	6.191	6.261	6.291	6.376	6.626	6.921	7.136	7.136	6.926	6.296	6.251	6.331	6.421	6.481	6.511	6.586	6.806	7.081	7.291	7.291	7.066	6.416	6.371	6.446	6.536	6.601	6.631
2.829	3.87	4.61	4.909	4.975	4.975	4.987	5.054	5.169	5.291	5.385	5.458	5.604	6.044	6.454	6.674	6.679	6.509	6.034	6.004	6.084	6.174	6.244	6.274	6.359	6.609	6.904	7.119	7.119	6.909	6.279	6.234	6.314	6.404	6.464	6.494	6.569	6.789	7.064	7.274	7.274	7.049	6.399	6.354	6.429	6.519	6.584	6.614
3.256	4.249	4.956	5.237	5.299	5.3	5.3	5.355	5.462	5.579	5.671	5.742	5.887	6.302	6.702	6.922	6.927	6.757	6.262	6.232	6.312	6.402	6.472	6.502	6.587	6.837	7.122	7.337	7.337	7.127	6.487	6.44	6.52	6.61	6.67	6.7	6.775	6.995	7.27	7.48	7.48	7.25	6.595	6.55	6.625	6.715	6.78	6.81
2.96	4.011	4.769	5.061	5.128	5.126	5.13	5.192	5.3	5.42	5.515	5.59	5.74	6.165	6.568	6.79	6.795	6.63	6.15	6.12	6.2	6.29	6.36	6.39	6.475	6.725	7.02	7.235	7.235	7.025	6.395	6.35	6.43	6.52	6.58	6.61	6.685	6.905	7.18	7.39	7.39	7.16	6.515	6.47	6.545	6.635	6.7	6.73
3.297	4.324	4.992	5.266	5.324	5.316	5.314	5.37	5.464	5.574	5.669	5.742	5.894	6.309	6.704	6.926	6.931	6.761	6.261	6.231	6.311	6.401	6.471	6.501	6.586	6.836	7.131	7.346	7.346	7.136	6.486	6.441	6.521	6.611	6.671	6.701	6.776	6.996	7.271	7.481	7.481	7.251	6.596	6.551	6.626	6.716	6.781	6.811
3.32	4.301	4.961	5.217	5.266	5.253	5.261	5.318	5.413	5.526	5.621	5.694	5.846	6.256	6.649	6.871	6.876	6.706	6.206	6.171	6.246	6.336	6.411	6.441	6.526	6.776	7.071	7.286	7.286	7.076	6.436	6.393	6.473	6.563	6.623	6.653	6.728	6.948	7.223	7.433	7.433	7.203	6.548	6.503	6.578	6.668	6.733	6.763
3.76	4.715	5.317	5.563	5.596	5.571	5.553	5.605	5.694	5.803	5.893	5.966	6.118	6.518	6.898	7.12	7.125	6.95	6.44	6.4	6.475	6.565	6.64	6.67	6.75	6.995	7.285	7.5	7.5	7.285	6.62	6.575	6.655	6.745	6.805	6.835	6.91	7.13	7.405	7.615	7.615	7.385	6.72	6.675	6.75	6.84	6.905	6.935
3.458	4.455	5.115	5.363	5.401	5.375	5.368	5.418	5.503	5.608	5.696	5.773	5.928	6.328	6.705	6.928	6.928	6.753	6.238	6.198	6.273	6.358	6.433	6.463	6.548	6.793	7.083	7.298	7.298	7.083	6.418	6.373	6.453	6.543	6.603	6.633	6.708	6.928	7.203	7.413	7.413	7.183	6.518	6.473	6.548	6.638	6.703	6.733
