0.012321439	0.010336009	0.00944063	0.008700072	0.008340332	0.008431753	0.008561696	0.007981702	0.007528266	0.006731821	0.006633792	0.00657001	0.006456207	0.005808342	0.005375596	0.004939637	0.008340332	0.008431753	0.008561696	0.00551472	0.007528266	0.006731821	0.006633792	0.005299585
-0.07706271	-0.058846492	-0.046660886	-0.044103513	-0.042241884	-0.040961943	-0.038055152	-0.035991831	-0.034763992	-0.033444594	-0.032451225	-0.031640507	-0.030276372	-0.027551611	-0.025288868	-0.024244451	-0.042241884	-0.040961943	-0.038055152	-0.020838911	-0.034763992	-0.033444594	-0.032451225	-0.019271275
-0.017115948	-0.010541949	-0.007319337	-0.007338841	-0.007653542	-0.007727471	-0.00871659	-0.008629093	-0.008491516	-0.008325594	-0.008196082	-0.008110613	-0.00795911	-0.007507888	-0.006387015	-0.006189357	-0.007653542	-0.007727471	-0.00871659	-0.005317498	-0.008491516	-0.008325594	-0.008196082	-0.005102052
-0.005090365	0.001694198	0.001651528	0.000701262	0.001221534	0.001233372	0.001249889	0.000883939	0.000521966	0.001023192	0.001342733	0.001660578	0.002443197	0.003071255	0.002908247	0.002818094	0.001221534	0.001233372	0.001249889	0.003131363	0.000521966	0.001023192	0.001342733	0.003004359
-0.027682533	-0.015137268	-0.009209864	-0.008624536	-0.007878882	-0.007600567	-0.006803965	-0.006737614	-0.006631787	-0.006497971	-0.006056546	-0.005991031	-0.005873732	-0.004764475	-0.004511395	-0.004371438	-0.007878882	-0.007600567	-0.006803965	-0.003288189	-0.006631787	-0.006497971	-0.006056546	-0.003154814
-0.011875057	-0.002581202	0.001109673	0.00088347	0.000527194	0.001064019	0.002332886	0.001955035	0.002099004	0.00171409	0.001686057	0.001667779	0.001635056	0.001539409	0.001457514	0.00141223	0.000527194	0.001064019	0.002332886	0.001567153	0.002099004	0.00171409	0.001686057	0.001503534
-0.025270162	-0.019135178	-0.012648978	-0.00815752	-0.007406135	-0.007114936	-0.005211621	-0.004805562	-0.004026969	-0.003774884	-0.004051322	-0.004342024	-0.004256719	-0.003235501	-0.002333043	-0.001553563	-0.007406135	-0.007114936	-0.005211621	-0.001724003	-0.004026969	-0.003774884	-0.004051322	-0.001654011
-0.009574687	-0.0079348	-0.006008279	-0.005714301	-0.004790216	-0.003755705	-0.003429297	-0.002500894	-0.002107482	-0.001892799	-0.001862356	-0.001842701	-0.001806389	-0.000926355	-0.000145996	-0.000141353	-0.004790216	-0.003755705	-0.003429297	-0.000156875	-0.002107482	-0.001892799	-0.001862356	-0.0001505
-0.023079017	-0.023962629	-0.022858138	-0.01934786	-0.018125216	-0.016257584	-0.015487237	-0.014593539	-0.014164543	-0.01300183	-0.01279117	-0.012315634	-0.01207125	-0.010559104	-0.009978073	-0.009659166	-0.018125216	-0.016257584	-0.015487237	-0.00914112	-0.014164543	-0.01300183	-0.01279117	-0.008768008
-0.025931073	-0.019684774	-0.016317378	-0.015084907	-0.014777246	-0.01467647	-0.014425995	-0.014073156	-0.013463986	-0.013349926	-0.012956906	-0.012469202	-0.012218748	-0.011460994	-0.01082374	-0.009753376	-0.014777246	-0.01467647	-0.014425995	-0.007628772	-0.013463986	-0.013349926	-0.012956906	-0.007314876
