3.795	3.944	4.178	4.845	5.535	5.84	5.875	5.82	5.712	5.757	5.852	5.968	6.058	6.123	6.238	6.583	6.968	7.188	7.185	7.015	6.555	6.525	6.615	6.72	6.795	6.825	6.905	7.145	7.435	7.645	7.64	7.425	6.81	6.77	6.85	6.94	7.005	7.035	7.12	7.35	7.63	7.83	7.825	7.6	6.93	6.885	6.97	7.065
3.615	3.757	3.996	4.692	5.392	5.707	5.745	5.687	5.582	5.627	5.72	5.837	5.927	5.992	6.107	6.452	6.842	7.062	7.062	6.892	6.442	6.412	6.502	6.607	6.682	6.712	6.792	7.032	7.322	7.532	7.527	7.312	6.702	6.662	6.742	6.832	6.897	6.927	7.012	7.242	7.522	7.727	7.722	7.502	6.842	6.797	6.882	6.977
3.487	3.622	3.852	4.572	5.298	5.613	5.657	5.607	5.517	5.562	5.657	5.777	5.867	5.932	6.047	6.392	6.787	7.007	7.007	6.837	6.397	6.367	6.457	6.562	6.637	6.667	6.747	6.987	7.277	7.492	7.487	7.272	6.672	6.632	6.712	6.802	6.867	6.897	6.982	7.207	7.492	7.697	7.692	7.477	6.832	6.787	6.872	6.967
3.429	3.558	3.775	4.482	5.195	5.504	5.55	5.504	5.429	5.476	5.574	5.694	5.784	5.849	5.964	6.309	6.704	6.924	6.924	6.759	6.334	6.304	6.394	6.499	6.574	6.604	6.684	6.924	7.214	7.429	7.424	7.209	6.614	6.574	6.654	6.749	6.814	6.844	6.929	7.154	7.439	7.644	7.639	7.424	6.789	6.749	6.834	6.929
3.353	3.478	3.69	4.397	5.116	5.423	5.466	5.42	5.351	5.398	5.496	5.616	5.706	5.771	5.884	6.229	6.624	6.849	6.849	6.684	6.264	6.234	6.324	6.427	6.502	6.532	6.607	6.847	7.137	7.352	7.347	7.132	6.537	6.497	6.577	6.672	6.737	6.767	6.852	7.077	7.362	7.567	7.562	7.347	6.717	6.677	6.762	6.857
3.408	3.526	3.734	4.426	5.132	5.434	5.471	5.424	5.354	5.404	5.504	5.624	5.714	5.779	5.892	6.237	6.632	6.857	6.857	6.692	6.262	6.237	6.327	6.427	6.497	6.527	6.607	6.847	7.137	7.352	7.347	7.132	6.532	6.492	6.577	6.672	6.737	6.767	6.847	7.072	7.357	7.562	7.557	7.342	6.712	6.672	6.757	6.852
3.373	3.494	3.708	4.387	5.073	5.378	5.415	5.366	5.301	5.351	5.451	5.571	5.661	5.726	5.839	6.184	6.579	6.804	6.804	6.639	6.201	6.176	6.266	6.366	6.436	6.466	6.546	6.786	7.076	7.291	7.286	7.071	6.466	6.426	6.511	6.606	6.671	6.701	6.781	7.006	7.291	7.496	7.491	7.276	6.646	6.606	6.691	6.786
3.263	3.402	3.626	4.289	4.967	5.26	5.294	5.25	5.187	5.242	5.342	5.462	5.554	5.619	5.732	6.082	6.472	6.697	6.697	6.532	6.097	6.072	6.162	6.262	6.332	6.362	6.442	6.682	6.972	7.187	7.187	6.972	6.367	6.327	6.412	6.507	6.572	6.602	6.682	6.907	7.192	7.397	7.392	7.177	6.547	6.507	6.592	6.687
3.429	3.571	3.786	4.445	5.116	5.409	5.439	5.382	5.302	5.352	5.452	5.572	5.662	5.725	5.835	6.185	6.57	6.79	6.79	6.62	6.17	6.145	6.235	6.335	6.405	6.435	6.515	6.755	7.045	7.26	7.26	7.045	6.415	6.375	6.46	6.555	6.62	6.65	6.73	6.955	7.24	7.445	7.44	7.22	6.58	6.54	6.625	6.72
3.283	3.433	3.667	4.344	5.021	5.308	5.343	5.29	5.224	5.276	5.376	5.496	5.588	5.651	5.764	6.114	6.499	6.724	6.724	6.554	6.114	6.089	6.179	6.279	6.349	6.379	6.459	6.699	6.989	7.204	7.204	6.984	6.364	6.324	6.409	6.504	6.569	6.599	6.679	6.904	7.189	7.394	7.389	7.169	6.529	6.489	6.574	6.669
